threat_name,sig_type,sig_data
"_!Zlob.ZWP","SIGNATURE_TYPE_PEHSTR","01000100010000010042706172616D3D25730000000025732F6163636573732F676F2E706870000000003231362E3235352E3138372E393100002F6B65792F7365637265746B65792E696E690000"
"_!Zlob.ZWP","SIGNATURE_TYPE_THREAT_END","4CC40100"
"_!Zlob.ZWR","SIGNATURE_TYPE_THREAT_BEGIN","7BC401000000010004000A0088215A6C6F622E5A57520000014005833F000200"
"_!Zlob.ZWR","SIGNATURE_TYPE_PEHSTR","0300030003000001002B25000000DCC0C0C48E9B9BD7C6D1D5C0DBDAC4C6DBDED1D7C0C79AD7DBD99BD0C6C287869AD0D5C0D5000001003E6A008D45C4B968AD41008B15FC124200E8019DFEFF8B45C4E8099EFEFF50A1FC124200E8FE9DFEFF50E878B1FEFF33C08945F88B45FC03C083C0098945FC010046FF35FC1242006878AD41008D4DBCB2B4B884AD4100E8A68AFFFFFF75BC8D45C0BA03000000E8929BFEFF8B45C0E8C2D5FFFF33C08945F88B45FC03C083C0098945FC8345FC7B0000"
"_!Zlob.ZWR","SIGNATURE_TYPE_THREAT_END","7BC40100"
"_!Wantvi.D","SIGNATURE_TYPE_THREAT_BEGIN","EDC501000000010008000A00AC2157616E7476692E4400000140058370000400"
"_!Wantvi.D","SIGNATURE_TYPE_PEHSTR","1A001A000B00000A002A5C00530079007300740065006D0052006F006F0074005C006D00750072006B0061002E006400610074000A002E5C00530079007300740065006D0052006F006F0074005C006D006500640069006300680069002E006500780065000200305C00530079007300740065006D0052006F006F0074005C006D0065006400690063006800690032002E0065007800650002007E5C00520065006700690073007400720079005C004D0061006300680069006E0065005C0053006F006600740077006100720065005C004D006900630072006F0073006F00660074005C00570069006E0064006F00770073005C00430075007200720065006E007400560065007200730069006F006E005C00520075006E000100125A775465726D696E61746550726F6365737301000D5A774F70656E50726F6365737301000B48616C4D616B65426565700100085C6176702E6578650100085C6B61762E65786501000D5C77696E636F6D33322E73797301000F5C6D706669726577616C6C2E7379730000"
"_!Wantvi.D","SIGNATURE_TYPE_THREAT_END","EDC50100"
"_!Zlob.gen!GT","SIGNATURE_TYPE_THREAT_BEGIN","94C601000000010004000D0088215A6C6F622E67656E2147540000014005833F000200"
"_!Zlob.gen!GT","SIGNATURE_TYPE_PEHSTR","090009000900000100A656575355E8000000005D81ED492B4000E803020000E8B7060000B80000000085C07521FF855B2B4000E863010000608DB5402B4000B9F209000089C7F3A46183C004FFE0608BBD3C30400003BD143040008DB5E23240008B8DFC2F4000680010000057E860010000F3A48D85D23240008B9D14304000FFB518304000FFB50C3040006A015053E87D040000FFB540304000FFB514304000E8790000008B850030400085C0741C01000C55524C446F776E6C6F616441010012436F6D706172655365637572697479496473010013446C6C556E726567697374657253657276657201001746696E64466972737455726C4361636865456E7472795701001346747052656D6F76654469726563746F72794101001746747053657443757272656E744469726563746F727941010013466F7263654E657875734C6F6F6B757045785701009E000000006361600C6462612B6C6A694C747271647472716E7270706F6B6969695C5B5A58545251435553522A5A5858130000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069676618817F7E62A3A1A0ACBCBAB9D6C7C6C4EECCCAC9FACAC8C7FBCCCBCAFBCECC0000"
"_!Zlob.gen!GT","SIGNATURE_TYPE_THREAT_END","94C60100"
"_!Zlob.gen!GS","SIGNATURE_TYPE_THREAT_BEGIN","99C601000000010004000D0088215A6C6F622E67656E2147530000014005833F000200"
"_!Zlob.gen!GS","SIGNATURE_TYPE_PEHSTR","0B000B000B000001004D5589E583EC14C745EC00000000C745F056697274C745F475616C50C745F8726F746566C745FC6374C645FE00608D45EC50682F01FFFF81042411FF0000FF750CFF75088D45F0E85805000061C901001A526567697374657242696E6453746174757343616C6C6261636B01000C55524C446F776E6C6F616441010012436F6D706172655365637572697479496473010013446C6C556E726567697374657253657276657201001746696E64466972737455726C4361636865456E74727957010013466F7263654E657875734C6F6F6B757045785701001346747052656D6F76654469726563746F727941010014436F6D6D697455726C4361636865456E7472795701001746747053657443757272656E744469726563746F72794101001547657455726C4361636865456E747279496E666F570000"
"_!Zlob.gen!GS","SIGNATURE_TYPE_THREAT_END","99C60100"
"_!Zlob.gen!GU","SIGNATURE_TYPE_THREAT_BEGIN","9AC601000000010004000D0088215A6C6F622E67656E2147550000014005833F000200"
"_!Zlob.gen!GU","SIGNATURE_TYPE_PEHSTR","0C000C000C0000010034E8000000005D81ED492B4000E803020000E8C6060000B80000000085C07521FF855B2B4000E863010000608D502DD00A71E3EB0301001A526567697374657242696E6453746174757343616C6C6261636B01000C55524C446F776E6C6F616441010012436F6D706172655365637572697479496473010013446C6C556E726567697374657253657276657201001746696E64466972737455726C4361636865456E74727957010013466F7263654E657875734C6F6F6B757045785701001346747052656D6F76654469726563746F727941010014436F6D6D697455726C4361636865456E7472795701001746747053657443757272656E744469726563746F72794101001547657455726C4361636865456E747279496E666F5701007E2800000020000000400000000100200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006361600C6462612B6C6A694C747271647472716E7270706F6B6969695C5B5A58545251435553522A5A580000"
"_!Zlob.gen!GU","SIGNATURE_TYPE_THREAT_END","9AC60100"
"_!Yektel.H","SIGNATURE_TYPE_THREAT_BEGIN","B5C801000000010004000A00882159656B74656C2E480000014005835C000400"
